date,true_premium_bp
2023-11-15,22.18
2023-11-16,20.42
2023-11-17,19.16
2023-11-20,18.03
2023-11-21,16.78
2023-11-22,15.67
2023-11-23,14.79
2023-11-24,13.72
2023-11-27,13.69
2023-11-28,12.97
2023-11-29,12.87
2023-11-30,11.67
2023-12-01,10.95
2023-12-04,10.65
2023-12-05,10.34
2023-12-06,10.28
2023-12-07,9.56
2023-12-08,9.42
2023-12-11,9.11
2023-12-12,8.52
2023-12-13,8.18
2023-12-14,8.16
2023-12-15,7.3
2023-12-18,7.07
2023-12-19,7.34
2023-12-20,7.29
2023-12-21,7.35
2023-12-22,7.46
2023-12-25,8.13
2023-12-26,8.23
2023-12-27,7.91
2023-12-28,7.87
2023-12-29,7.94
2024-01-01,7.9
2024-01-02,8.18
2024-01-03,8.44
2024-01-04,8.01
2024-01-05,8.0
2024-01-08,8.14
2024-01-09,8.24
2024-01-10,7.77
2024-01-11,7.48
2024-01-12,7.83
2024-01-15,8.02
2024-01-16,8.51
2024-01-17,8.71
2024-01-18,8.93
2024-01-19,8.89
2024-01-22,8.82
2024-01-23,9.05
2024-01-24,9.05
2024-01-25,8.94
2024-01-26,8.45
2024-01-29,8.58
2024-01-30,8.54
2024-01-31,8.64
2024-02-01,8.98
2024-02-02,9.25
2024-02-05,8.8
2024-02-06,8.5
2024-02-07,8.57
2024-02-08,8.33
2024-02-09,7.85
2024-02-12,8.16
2024-02-13,8.22
2024-02-14,8.29
2024-02-15,8.44
2024-02-16,8.28
2024-02-19,8.34
2024-02-20,8.07
2024-02-21,8.16
2024-02-22,7.76
2024-02-23,8.08
2024-02-26,8.0
2024-02-27,8.32
2024-02-28,8.8
2024-02-29,8.77
2024-03-01,9.05
2024-03-04,9.17
2024-03-05,8.77
2024-03-06,8.75
2024-03-07,8.81
2024-03-08,8.83
2024-03-11,9.15
2024-03-12,9.43
2024-03-13,9.52
2024-03-14,9.79
2024-03-15,10.03
2024-03-18,9.94
2024-03-19,9.27
2024-03-20,8.97
2024-03-21,8.83
2024-03-22,8.28
2024-03-25,8.46
2024-03-26,8.68
2024-03-27,8.69
2024-03-28,8.5
2024-03-29,8.51
2024-04-01,8.82
2024-04-02,8.86
2024-04-03,8.75
2024-04-04,8.78
2024-04-05,8.65
2024-04-08,8.28
2024-04-09,8.14
2024-04-10,7.88
2024-04-11,7.62
2024-04-12,7.15
2024-04-15,7.32
2024-04-16,6.86
2024-04-17,6.83
2024-04-18,6.76
2024-04-19,6.79
2024-04-22,6.74
2024-04-23,6.95
2024-04-24,6.79
2024-04-25,6.6
2024-04-26,6.8
2024-04-29,6.47
2024-04-30,6.58
2024-05-01,6.53
2024-05-02,6.77
2024-05-03,6.66
2024-05-06,7.27
2024-05-07,7.31
2024-05-08,7.27
2024-05-09,7.53
2024-05-10,22.96
2024-05-13,21.32
2024-05-14,19.79
2024-05-15,18.51
2024-05-16,17.41
2024-05-17,16.13
2024-05-20,15.01
2024-05-21,13.94
2024-05-22,12.95
2024-05-23,12.29
2024-05-24,11.08
2024-05-27,10.3
2024-05-28,9.72
2024-05-29,9.09
2024-05-30,8.77
2024-05-31,8.08
2024-06-03,7.88
2024-06-04,6.8
2024-06-05,6.24
2024-06-06,5.63
2024-06-07,5.43
2024-06-10,5.38
2024-06-11,5.5
2024-06-12,5.11
2024-06-13,4.88
2024-06-14,5.35
2024-06-17,4.88
2024-06-18,5.08
2024-06-19,5.13
2024-06-20,4.69
2024-06-21,4.18
2024-06-24,4.38
2024-06-25,4.61
2024-06-26,4.53
2024-06-27,4.61
2024-06-28,4.15
2024-07-01,4.03
2024-07-02,3.83
2024-07-03,3.84
2024-07-04,3.84
2024-07-05,3.12
2024-07-08,3.39
2024-07-09,3.68
2024-07-10,3.8
2024-07-11,3.99
2024-07-12,4.26
2024-07-15,4.27
2024-07-16,4.28
2024-07-17,4.23
2024-07-18,4.22
2024-07-19,4.26
2024-07-22,4.34
2024-07-23,4.07
2024-07-24,4.24
2024-07-25,4.63
2024-07-26,4.4
2024-07-29,4.82
2024-07-30,4.86
2024-07-31,5.25
2024-08-01,5.42
2024-08-02,5.7
2024-08-05,17.82
2024-08-06,16.78
2024-08-07,15.43
2024-08-08,14.44
2024-08-09,13.09
2024-08-12,12.32
2024-08-13,12.06
2024-08-14,17.67
2024-08-15,16.75
2024-08-16,15.76
2024-08-19,14.57
2024-08-20,14.55
2024-08-21,13.94
2024-08-22,13.26
2024-08-23,12.47
2024-08-26,12.13
2024-08-27,11.45
2024-08-28,10.85
2024-08-29,10.43
2024-08-30,10.45
2024-09-02,10.13
2024-09-03,9.53
2024-09-04,8.93
2024-09-05,8.56
2024-09-06,8.17
2024-09-09,7.82
2024-09-10,7.69
2024-09-11,7.32
2024-09-12,6.38
2024-09-13,6.16
2024-09-16,5.82
2024-09-17,5.76
2024-09-18,5.7
2024-09-19,5.67
2024-09-20,5.82
2024-09-23,5.42
2024-09-24,5.1
2024-09-25,4.78
2024-09-26,4.75
2024-09-27,4.96
2024-09-30,5.23
2024-10-01,5.17
2024-10-02,11.54
2024-10-03,10.88
2024-10-04,10.16
2024-10-07,9.48
2024-10-08,8.5
2024-10-09,8.41
2024-10-10,7.69
2024-10-11,7.36
2024-10-14,7.01
2024-10-15,6.73
2024-10-16,5.72
2024-10-17,5.65
2024-10-18,4.91
2024-10-21,4.24
2024-10-22,3.87
2024-10-23,4.24
2024-10-24,4.08
2024-10-25,4.38
2024-10-28,4.39
2024-10-29,4.21
2024-10-30,18.16
2024-10-31,16.88
2024-11-01,14.83
2024-11-04,13.68
2024-11-05,12.82
2024-11-06,12.24
2024-11-07,11.62
2024-11-08,11.4
2024-11-11,10.73
2024-11-12,10.26
2024-11-13,9.8
2024-11-14,9.08
2024-11-15,8.57
2024-11-18,8.45
2024-11-19,8.29
2024-11-20,7.66
2024-11-21,7.48
2024-11-22,7.54
2024-11-25,6.64
2024-11-26,6.68
2024-11-27,6.97
2024-11-28,6.57
2024-11-29,6.17
2024-12-02,5.59
2024-12-03,5.49
2024-12-04,5.39
2024-12-05,5.01
2024-12-06,4.91
2024-12-09,5.03
2024-12-10,4.76
2024-12-11,4.35
2024-12-12,4.68
2024-12-13,4.19
2024-12-16,3.66
2024-12-17,3.81
2024-12-18,3.83
2024-12-19,3.3
2024-12-20,3.05
2024-12-23,3.29
2024-12-24,3.73
2024-12-25,3.45
2024-12-26,3.15
2024-12-27,3.28
2024-12-30,3.3
2024-12-31,3.63
2025-01-01,4.05
2025-01-02,4.61
2025-01-03,4.19
2025-01-06,4.4
2025-01-07,4.73
2025-01-08,4.32
2025-01-09,4.4
2025-01-10,4.53
2025-01-13,4.57
2025-01-14,4.44
2025-01-15,4.93
2025-01-16,4.89
2025-01-17,4.92
2025-01-20,4.69
2025-01-21,4.81
2025-01-22,4.69
2025-01-23,8.57
2025-01-24,8.05
2025-01-27,8.12
2025-01-28,7.78
2025-01-29,7.81
2025-01-30,7.6
2025-01-31,7.25
2025-02-03,6.68
2025-02-04,6.8
2025-02-05,6.78
2025-02-06,6.49
2025-02-07,6.69
2025-02-10,6.3
2025-02-11,6.49
2025-02-12,6.07
2025-02-13,5.59
2025-02-14,5.38
2025-02-17,5.09
2025-02-18,5.49
2025-02-19,5.63
2025-02-20,5.43
2025-02-21,5.23
2025-02-24,5.06
2025-02-25,4.86
2025-02-26,4.92
2025-02-27,4.79
2025-02-28,5.28
2025-03-03,5.28
2025-03-04,5.07
2025-03-05,5.62
2025-03-06,5.66
2025-03-07,5.86
2025-03-10,6.02
2025-03-11,6.09
2025-03-12,6.34
2025-03-13,6.44
2025-03-14,6.74
2025-03-17,6.67
2025-03-18,6.79
2025-03-19,6.31
2025-03-20,7.08
2025-03-21,27.92
2025-03-24,25.67
2025-03-25,23.66
2025-03-26,21.76
2025-03-27,20.71
2025-03-28,19.23
2025-03-31,18.14
2025-04-01,17.04
2025-04-02,15.46
2025-04-03,14.71
2025-04-04,13.78
2025-04-07,27.38
2025-04-08,25.18
2025-04-09,23.39
2025-04-10,21.26
2025-04-11,19.28
2025-04-14,17.67
2025-04-15,16.61
2025-04-16,15.74
2025-04-17,14.69
2025-04-18,14.09
2025-04-21,13.2
2025-04-22,12.39
2025-04-23,11.39
2025-04-24,10.41
2025-04-25,10.0
2025-04-28,9.82
2025-04-29,9.28
2025-04-30,9.05
2025-05-01,9.12
2025-05-02,8.64
2025-05-05,7.69
2025-05-06,7.96
2025-05-07,7.46
2025-05-08,7.1
2025-05-09,7.0
2025-05-12,6.84
2025-05-13,6.56
2025-05-14,6.97
2025-05-15,6.43
2025-05-16,6.17
2025-05-19,6.55
2025-05-20,6.46
2025-05-21,6.75
2025-05-22,6.51
2025-05-23,6.88
2025-05-26,7.35
2025-05-27,7.6
2025-05-28,7.54
2025-05-29,7.66
2025-05-30,7.98
2025-06-02,7.76
2025-06-03,7.47
2025-06-04,7.65
2025-06-05,8.15
2025-06-06,8.33
2025-06-09,8.41
2025-06-10,8.86
2025-06-11,8.58
2025-06-12,8.47
2025-06-13,8.58
2025-06-16,8.21
2025-06-17,8.31
2025-06-18,8.56
2025-06-19,8.83
2025-06-20,9.4
2025-06-23,9.38
2025-06-24,9.23
2025-06-25,8.96
2025-06-26,9.12
2025-06-27,8.9
2025-06-30,8.65
2025-07-01,8.66
2025-07-02,8.88
2025-07-03,8.75
2025-07-04,9.03
2025-07-07,9.29
2025-07-08,9.68
2025-07-09,9.66
2025-07-10,9.95
2025-07-11,9.58
2025-07-14,9.86
2025-07-15,8.87
2025-07-16,8.79
2025-07-17,8.6
2025-07-18,8.42
2025-07-21,8.47
2025-07-22,8.39
2025-07-23,8.54
2025-07-24,9.0
2025-07-25,9.19
2025-07-28,9.17
2025-07-29,9.13
2025-07-30,9.08
2025-07-31,8.76
2025-08-01,8.73
2025-08-04,8.91
2025-08-05,8.46
2025-08-06,8.76
2025-08-07,8.91
2025-08-08,9.09
2025-08-11,9.1
2025-08-12,8.93
2025-08-13,8.54
2025-08-14,8.45
2025-08-15,22.9
2025-08-18,22.49
2025-08-19,21.73
2025-08-20,21.62
2025-08-21,21.02
2025-08-22,20.17
2025-08-25,19.36
2025-08-26,18.82
2025-08-27,18.32
2025-08-28,17.6
2025-08-29,16.91
2025-09-01,16.42
2025-09-02,16.13
2025-09-03,15.6
2025-09-04,15.05
2025-09-05,14.43
2025-09-08,14.39
2025-09-09,13.79
2025-09-10,13.21
2025-09-11,12.84
2025-09-12,13.06
2025-09-15,13.13
2025-09-16,12.45
2025-09-17,12.44
2025-09-18,12.22
2025-09-19,11.76
2025-09-22,11.74
2025-09-23,11.94
2025-09-24,11.54
2025-09-25,11.36
2025-09-26,11.09
2025-09-29,10.9
2025-09-30,10.4
2025-10-01,9.86
2025-10-02,9.77
2025-10-03,10.1
2025-10-06,9.86
2025-10-07,9.2
2025-10-08,8.93
2025-10-09,9.31
2025-10-10,8.84
2025-10-13,8.83
2025-10-14,8.85
2025-10-15,9.03
2025-10-16,9.05
2025-10-17,9.1
2025-10-20,9.16
2025-10-21,8.42
2025-10-22,8.5
2025-10-23,8.39
2025-10-24,7.77
2025-10-27,7.69
2025-10-28,8.3
2025-10-29,8.43
2025-10-30,7.82
2025-10-31,7.47
2025-11-03,7.23
2025-11-04,7.3
2025-11-05,7.72
2025-11-06,7.82
2025-11-07,7.96
2025-11-10,8.07
2025-11-11,8.0
2025-11-12,8.02
2025-11-13,8.32
2025-11-14,8.72
2025-11-17,8.42
2025-11-18,8.17
2025-11-19,7.68
2025-11-20,7.46
2025-11-21,7.34
2025-11-24,7.0
2025-11-25,6.91
2025-11-26,6.73
2025-11-27,6.91
2025-11-28,6.92
2025-12-01,7.02
2025-12-02,11.49
2025-12-03,11.15
2025-12-04,10.82
2025-12-05,10.31
2025-12-08,9.78
2025-12-09,9.31
2025-12-10,9.2
2025-12-11,8.9
2025-12-12,8.74
2025-12-15,8.1
2025-12-16,8.1
2025-12-17,8.25
2025-12-18,8.02
2025-12-19,7.98
2025-12-22,7.69
2025-12-23,7.68
2025-12-24,7.53
2025-12-25,7.48
2025-12-26,7.25
2025-12-29,7.54
2025-12-30,7.47
2025-12-31,7.64
2026-01-01,8.01
2026-01-02,7.52
2026-01-05,6.67
2026-01-06,6.68
2026-01-07,6.84
2026-01-08,6.9
2026-01-09,6.48
2026-01-12,5.89
2026-01-13,5.86
2026-01-14,5.89
2026-01-15,5.93
2026-01-16,5.82
2026-01-19,6.37
2026-01-20,6.22
2026-01-21,6.4
2026-01-22,6.4
2026-01-23,5.57
2026-01-26,5.5
2026-01-27,5.46
2026-01-28,5.59
2026-01-29,5.45
2026-01-30,4.77
2026-02-02,5.12
2026-02-03,5.36
2026-02-04,5.58
2026-02-05,5.4
2026-02-06,6.26
2026-02-09,5.94
2026-02-10,5.8
2026-02-11,5.27
2026-02-12,5.49
2026-02-13,5.56
2026-02-16,6.85
2026-02-17,6.46
2026-02-18,6.56
2026-02-19,6.53
2026-02-20,27.08
2026-02-23,24.67
2026-02-24,22.8
2026-02-25,21.66
2026-02-26,20.07
2026-02-27,19.34
2026-03-02,18.31
2026-03-03,17.23
2026-03-04,16.36
2026-03-05,15.07
2026-03-06,14.38
2026-03-09,13.82
2026-03-10,13.65
2026-03-11,12.99
2026-03-12,12.47
2026-03-13,12.08
2026-03-16,11.35
2026-03-17,10.92
2026-03-18,10.87
2026-03-19,10.31
2026-03-20,9.85
2026-03-23,9.66
2026-03-24,9.52
2026-03-25,9.12
2026-03-26,9.21
2026-03-27,8.97
2026-03-30,8.48
2026-03-31,8.18
2026-04-01,7.72
2026-04-02,8.08
2026-04-03,7.78
2026-04-06,7.58
2026-04-07,7.87
2026-04-08,7.7
2026-04-09,7.63
2026-04-10,7.32
2026-04-13,7.08
2026-04-14,7.04
2026-04-15,6.49
2026-04-16,6.89
2026-04-17,6.59
2026-04-20,6.72
2026-04-21,7.02
2026-04-22,6.81
2026-04-23,6.96
2026-04-24,7.04
2026-04-27,6.47
2026-04-28,6.25
2026-04-29,6.49
2026-04-30,6.77
2026-05-01,6.41
2026-05-04,6.88
2026-05-05,6.54
2026-05-06,6.55
2026-05-07,6.48
2026-05-08,6.21
2026-05-11,6.69
2026-05-12,7.13
2026-05-13,14.83
2026-05-14,14.23
2026-05-15,13.69
2026-05-18,12.68
2026-05-19,12.32
2026-05-20,11.93
2026-05-21,11.89
2026-05-22,11.26
2026-05-25,11.08
2026-05-26,10.82
2026-05-27,10.43
2026-05-28,10.3
2026-05-29,9.59
2026-06-01,9.37
2026-06-02,9.41
2026-06-03,9.15
2026-06-04,9.21
2026-06-05,9.21
2026-06-08,8.7
2026-06-09,8.19
2026-06-10,7.78
2026-06-11,7.78
2026-06-12,7.73
2026-06-15,7.75
2026-06-16,7.8
2026-06-17,8.21
2026-06-18,8.54
2026-06-19,9.13
2026-06-22,9.25
2026-06-23,9.06
2026-06-24,8.95
2026-06-25,9.15
2026-06-26,9.02
2026-06-29,8.53
2026-06-30,8.29
2026-07-01,8.49
2026-07-02,7.81
2026-07-03,7.97
2026-07-06,7.92
2026-07-07,7.36
2026-07-08,7.2
2026-07-09,7.37
2026-07-10,7.34
2026-07-13,7.28
2026-07-14,6.67
2026-07-15,6.75
2026-07-16,6.67
2026-07-17,6.67
2026-07-20,6.41
2026-07-21,6.25
2026-07-22,6.3
2026-07-23,6.48
2026-07-24,6.56
2026-07-27,6.06
2026-07-28,5.67
2026-07-29,5.29
2026-07-30,5.06
2026-07-31,4.75
